[2025-04-30 23:30:49] [INFO] 🚀 Начинаем синхронизацию...
[2025-04-30 23:30:49] [INFO] 🔍 Сканируем папку: Zidan
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\_version.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\_version.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\webencodings\labels.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\webencodings\labels.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\webencodings\mklabels.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\webencodings\mklabels.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\webencodings\tests.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\webencodings\tests.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\webencodings\x_user_defined.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\webencodings\x_user_defined.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\webencodings\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\webencodings\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\AUTHORS.txt → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\AUTHORS.txt
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\entry_points.txt → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\entry_points.txt
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\INSTALLER → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\INSTALLER
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\LICENSE.txt → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\LICENSE.txt
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\METADATA → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\METADATA
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\RECORD → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\RECORD
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\top_level.txt → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\top_level.txt
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip-23.2.1.dist-info\WHEEL → synced\Zidan\.venv\Lib\site-packages\pip-23.2.1.dist-info\WHEEL
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\__pycache__\_virtualenv.cpython-312.pyc → synced\Zidan\.venv\Lib\site-packages\__pycache__\_virtualenv.cpython-312.pyc
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\activate → synced\Zidan\.venv\Scripts\activate
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\activate.bat → synced\Zidan\.venv\Scripts\activate.bat
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\activate.fish → synced\Zidan\.venv\Scripts\activate.fish
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\activate.nu → synced\Zidan\.venv\Scripts\activate.nu
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\activate.ps1 → synced\Zidan\.venv\Scripts\activate.ps1
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\activate_this.py → synced\Zidan\.venv\Scripts\activate_this.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\deactivate.bat → synced\Zidan\.venv\Scripts\deactivate.bat
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\pip-3.12.exe → synced\Zidan\.venv\Scripts\pip-3.12.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\pip.exe → synced\Zidan\.venv\Scripts\pip.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\pip3.12.exe → synced\Zidan\.venv\Scripts\pip3.12.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\pip3.exe → synced\Zidan\.venv\Scripts\pip3.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\pydoc.bat → synced\Zidan\.venv\Scripts\pydoc.bat
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\python.exe → synced\Zidan\.venv\Scripts\python.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Scripts\pythonw.exe → synced\Zidan\.venv\Scripts\pythonw.exe
[2025-04-30 23:30:51] [INFO] 📤 Отчет отправлен в Telegram
[2025-04-30 23:30:51] [INFO] ✅ Синхронизация завершена
