[2025-04-30 23:30:49] [INFO] 🚀 Начинаем синхронизацию...
[2025-04-30 23:30:49] [INFO] 🔍 Сканируем папку: Zidan
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\ansitowin32.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\ansitowin32.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\initialise.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\initialise.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\win32.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\win32.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\winterm.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\winterm.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\__init__.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\ansitowin32_test.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\ansitowin32_test.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\ansi_test.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\ansi_test.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\initialise_test.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\initialise_test.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\isatty_test.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\isatty_test.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\utils.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\utils.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\winterm_test.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\winterm_test.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\colorama\tests\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\colorama\tests\__init__.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\compat.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\compat.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\database.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\database.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\index.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\index.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py
[2025-04-30 23:30:49] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\t32.exe → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\t32.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\t64.exe → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\t64.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\util.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\util.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\version.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\version.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\w32.exe → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\w32.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\w64.exe → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\w64.exe
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distro\distro.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distro\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distro\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\distro\__main__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\distro\__main__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\codec.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\compat.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\compat.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\core.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\core.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\package_data.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\package_data.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\version.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\_structures.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\_structures.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\__about__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\__about__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\packaging\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\packaging\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\console.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\console.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\style.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\style.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\token.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\token.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\util.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\actions.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\actions.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\common.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\common.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\core.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\core.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\exceptions.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\exceptions.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\helpers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\helpers.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\results.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\results.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\testing.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\testing.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\unicode.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\unicode.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\util.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\util.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_compat.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_compat.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py
